id,variant,view,action
7481560,A,1,1
7481770,A,1,1
7482246,A,4,4
7482496,A,1,1
7483972,A,2,2
7484022,A,1,1
7484754,A,1,1
7484900,A,1,1
7486532,A,1,1
7486900,A,1,1
7487090,A,1,1
7488048,A,1,1
7488692,A,1,1
7488792,A,1,1
7490544,A,1,1
7490688,A,1,1
7490770,A,1,1
7491292,A,1,1
7491556,A,1,1
7491578,A,5,3
7491660,A,1,1
7492602,A,16,2
7494462,A,1,1
7495408,A,1,1
7495814,A,1,1
7496168,A,8,5
7496538,A,3,1
7498182,A,1,1
7498640,A,1,1
7500226,A,1,1
7500342,A,1,1
7500758,A,1,1
7500934,A,5,1
7501318,A,1,1
7501360,A,1,1
7501618,A,1,1
7501730,A,1,1
7502124,A,1,1
7502176,A,1,1
7502750,A,1,1
7503112,A,9,9
7503814,A,1,1
7504690,A,8,3
7505090,A,1,1
7505096,A,2,1
7505214,A,9,5
7505514,A,1,1
7505554,A,1,1
7505758,A,1,1
7506160,A,1,1
7506518,A,1,1
7506540,A,1,1
7507204,A,4,3
7507744,A,1,1
7507884,A,1,1
7508402,A,1,1
7509272,A,1,1
7509748,A,5,4
7513336,A,1,1
7513756,A,1,1
7514520,A,1,1
7514984,A,1,1
7515308,A,1,1
7515866,A,1,1
7516204,A,1,1
7516952,A,1,1
7517148,A,1,1
7517558,A,1,1
7518152,A,1,1
7518204,A,9,3
7518578,A,1,1
7518796,A,1,1
7518806,A,1,1
7518900,A,1,1
7518968,A,1,1
7519220,A,1,1
7521172,A,10,2
7521308,A,1,1
7522112,A,1,1
7522118,A,1,1
7522180,A,3,1
7522472,A,1,1
7522482,A,1,1
7522512,A,1,1
7522808,A,1,1
7523456,A,1,1
7523460,A,1,1
7523568,A,1,1
7523802,A,1,1
7523986,A,6,5
7524298,A,1,1
7524546,A,1,1
7524826,A,1,1
7524888,A,10,7
7524932,A,1,1
7525356,A,1,1
7525720,A,1,1
7525800,A,5,3
7525972,A,1,1
7526108,A,1,1
7526112,A,1,1
7526176,A,1,1
7526190,A,10,3
7526418,A,10,3
7526686,A,1,1
7526848,A,1,1
7526946,A,1,1
7527252,A,1,1
7527270,A,1,1
7528188,A,1,1
7528284,A,1,1
7528746,A,1,1
7529622,A,1,1
7530310,A,1,1
7531834,A,1,1
7531902,A,1,1
7531914,A,1,1
7532028,A,1,1
7532160,A,4,1
7533940,A,1,1
7534120,A,1,1
7534444,A,5,3
7535352,A,1,1
7535824,A,9,7
7535992,A,1,1
7537152,A,10,3
7537276,A,1,1
7537504,A,1,1
7538064,A,1,1
7538460,A,1,1
7538900,A,1,1
7539134,A,1,1
7539478,A,1,1
7539572,A,1,1
7539696,A,8,5
7540080,A,1,1
7540220,A,1,1
7540418,A,1,1
7540888,A,1,1
7541060,A,1,1
7541602,A,1,1
7541648,A,1,1
7541724,A,1,1
7542004,A,1,1
7542130,A,1,1
7542196,A,1,1
7542822,A,1,1
7542868,A,1,1
7543138,A,1,1
7543412,A,1,1
7543684,A,1,1
7543776,A,1,1
7544380,A,1,1
7544384,A,1,1
7544562,A,1,1
7544772,A,1,1
7545324,A,1,1
7545606,A,8,1
7545636,A,1,1
7545718,A,1,1
7546294,A,10,1
7546540,A,1,1
7546892,A,1,1
7546996,A,1,1
7547194,A,1,1
7547304,A,1,1
7547658,A,1,1
7547848,A,1,1
7548300,A,4,3
7550748,A,5,1
7552486,A,1,1
7552956,A,1,1
7554352,A,1,1
7555880,A,1,1
7556328,A,1,1
7556362,A,1,1
7556548,A,12,1
7556772,A,1,1
7556834,A,1,1
7556962,A,1,1
7557150,A,1,1
7557322,A,1,1
7557392,A,1,1
7557428,A,8,6
7557440,A,1,1
7557746,A,1,1
7557818,A,1,1
7557860,A,10,10
7558194,A,1,1
7558576,A,1,1
7558700,A,1,1
7558852,A,1,1
7560584,A,10,7
7560830,A,1,1
7560916,A,1,1
7560938,A,1,1
7561276,A,1,1
7561322,A,1,1
7561442,A,1,1
7561664,A,1,1
7562000,A,7,5
7562120,A,1,1
7562228,A,1,1
7562330,A,1,1
7562544,A,1,1
7562602,A,1,1
7562640,A,3,2
7562710,A,1,1
7562750,A,1,1
7562766,A,1,1
7563900,A,1,1
7564062,A,1,1
7564070,A,1,1
7564396,A,1,1
7564408,A,1,1
7564488,A,1,1
7564574,A,1,1
7564890,A,1,1
7565458,A,1,1
7565802,A,1,1
7566052,A,1,1
7566392,A,1,1
7567772,A,1,1
7567780,A,1,1
7568716,A,1,1
7569056,A,5,4
7569198,A,1,1
7570058,A,1,1
7571680,A,5,4
7573374,A,9,2
7573516,A,1,1
7573546,A,1,1
7574120,A,4,1
7574636,A,1,1
7574820,A,1,1
7575858,A,1,1
7576066,A,1,1
7576464,A,1,1
7576888,A,1,1
7576970,A,1,1
7577090,A,1,1
7577092,A,1,1
7577102,A,1,1
7577320,A,1,1
7577578,A,1,1
7577642,A,2,2
7578208,A,1,1
7578340,A,1,1
7578476,A,1,1
7579040,A,12,8
7579202,A,1,1
7579444,A,1,1
7579710,A,1,1
7579724,A,1,1
7579916,A,1,1
7580088,A,1,1
7580160,A,1,1
7580432,A,1,1
7580498,A,1,1
7580804,A,1,1
7580898,A,1,1
7581384,A,10,4
7581606,A,1,1
7581922,A,1,1
7581962,A,1,1
7582002,A,1,1
7582098,A,1,1
7582354,A,1,1
7582922,A,7,6
7583136,A,1,1
7583342,A,1,1
7583642,A,5,2
7584206,A,1,1
7584350,A,1,1
7585172,A,1,1
7585490,A,1,1
7585734,A,3,1
7586002,A,10,7
7586066,A,1,1
7586202,A,1,1
7586576,A,1,1
7586994,A,8,8
7587554,A,1,1
7587986,A,6,3
7588324,A,1,1
7588574,A,1,1
7589022,A,1,1
7589592,A,1,1
7589628,A,1,1
7589858,A,3,3
7590256,A,1,1
7590752,A,1,1
7591356,A,1,1
7591394,A,1,1
7591666,A,1,1
7591682,A,5,5
7591772,A,1,1
7591828,A,1,1
7592846,A,1,1
7592882,A,7,2
7593118,A,1,1
7593892,A,1,1
7593920,A,1,1
7593930,A,1,1
7594254,A,1,1
7594348,A,1,1
7594546,A,1,1
7594664,A,1,1
7594820,A,1,1
7594932,A,1,1
7595046,A,1,1
7595146,A,5,3
7595638,A,1,1
7595948,A,1,1
7596052,A,1,1
7596294,A,1,1
7596308,A,1,1
7596900,A,1,1
7597036,A,1,1
7597378,A,2,2
7597480,A,1,1
7597700,A,1,1
7597766,A,1,1
7597886,A,1,1
7597972,A,1,1
7598376,A,1,1
7598538,A,1,1
7598642,A,1,1
7598800,A,6,3
7599016,A,1,1
7599078,A,1,1
7599258,A,1,1
7599266,A,1,1
7599592,A,1,1
7599900,A,1,1
7599952,A,1,1
7600006,A,1,1
7600802,A,6,6
7601276,A,8,5
7601782,A,1,1
7601838,A,1,1
7603368,A,1,1
7603560,A,1,1
7603608,A,5,1
7603854,A,1,1
7605134,A,1,1
7605954,A,1,1
7606724,A,1,1
7607398,A,1,1
7607422,A,1,1
7607524,A,1,1
7607606,A,1,1
7607860,A,1,1
7608388,A,1,1
7608500,A,1,1
7608570,A,9,1
7608584,A,1,1
7608698,A,1,1
7608726,A,5,3
7608778,A,1,1
7608802,A,1,1
7608898,A,1,1
7608950,A,4,2
7609280,A,1,1
7609284,A,8,4
7609430,A,1,1
7609544,A,5,2
7609640,A,1,1
7610056,A,1,1
7610926,A,9,6
7610990,A,1,1
7611564,A,1,1
7611582,A,1,1
7611676,A,1,1
7611908,A,6,6
7612302,A,1,1
7612562,A,13,1
7612636,A,4,4
7612648,A,1,1
7612654,A,1,1
7612690,A,1,1
7612888,A,1,1
7613342,A,1,1
7613506,A,1,1
7614590,A,1,1
7614992,A,1,1
7615554,A,1,1
7615600,A,1,1
7615638,A,2,2
7615986,A,5,2
7616334,A,1,1
7616378,A,1,1
7617176,A,1,1
7617554,A,7,1
7618058,A,1,1
7618390,A,8,5
7618450,A,8,8
7619110,A,7,3
7619672,A,1,1
7619966,A,1,1
7621622,A,1,1
7622138,A,1,1
7622838,A,1,1
7623116,A,4,3
7624006,A,1,1
7624722,A,1,1
7624936,A,16,6
7625042,A,1,1
7625570,A,1,1
7625626,A,1,1
7625748,A,1,1
7626312,A,1,1
7626516,A,1,1
7626806,A,1,1
7626890,A,1,1
7627808,A,1,1
7627942,A,1,1
7628516,A,7,4
7628780,A,1,1
7628860,A,1,1
7628946,A,1,1
7629388,A,1,1
7629392,A,1,1
7629512,A,1,1
7629620,A,1,1
7629626,A,1,1
7629976,A,1,1
7630212,A,7,6
7630250,A,1,1
7630282,A,1,1
7630334,A,1,1
7630386,A,1,1
7630920,A,1,1
7631082,A,1,1
7631276,A,1,1
7631294,A,1,1
7631438,A,1,1
7631634,A,1,1
7631968,A,1,1
7632000,A,1,1
7632318,A,1,1
7632646,A,1,1
7632698,A,1,1
7632742,A,1,1
7632828,A,1,1
7632844,A,1,1
7633200,A,1,1
7633210,A,1,1
7633260,A,1,1
7633294,A,1,1
7633376,A,4,2
7633568,A,9,7
7633614,A,1,1
7634134,A,1,1
7634298,A,1,1
7634486,A,1,1
7634496,A,1,1
7634506,A,1,1
7634584,A,1,1
7634588,A,1,1
7634902,A,1,1
7635200,A,1,1
7635244,A,1,1
7635360,A,1,1
7635424,A,1,1
7635628,A,4,3
7635702,A,1,1
7635888,A,1,1
7636064,A,1,1
7636178,A,1,1
7636366,A,1,1
7636648,A,1,1
7636764,A,1,1
7636844,A,1,1
7636878,A,1,1
7637272,A,5,1
7637440,A,1,1
7637500,A,1,1
7637726,A,1,1
7637730,A,1,1
7638040,A,1,1
7638080,A,1,1
7638122,A,1,1
7640116,A,1,1
7640540,A,1,1
7640742,A,1,1
7640748,A,1,1
7641842,A,1,1
7642166,A,1,1
7642586,A,1,1
7642690,A,1,1
7644740,A,1,1
7644760,A,3,1
7644804,A,6,3
7644840,A,1,1
7645018,A,1,1
7645690,A,1,1
7646202,A,1,1
7646386,A,1,1
7647604,A,1,1
7647652,A,1,1
7647678,A,1,1
7647752,A,1,1
7647920,A,6,1
7648046,A,6,6
7648502,A,1,1
7648586,A,1,1
7648650,A,8,7
7648720,A,1,1
7649168,A,1,1
7649460,A,1,1
7649752,A,1,1
7649980,A,1,1
7650072,A,1,1
7650580,A,1,1
7650864,A,2,2
7651266,A,1,1
7651704,A,1,1
7652216,A,1,1
7652728,A,1,1
7653354,A,1,1
7653408,A,5,4
7653744,A,1,1
7654084,A,1,1
7654376,A,1,1
7654740,A,1,1
7655348,A,1,1
7656134,A,1,1
7656166,A,1,1
7656818,A,1,1
7656882,A,1,1
7658036,A,1,1
7658334,A,1,1
7658350,A,1,1
7658524,A,1,1
7658764,A,7,6
7658830,A,5,2
7659344,A,8,4
7661348,A,1,1
7661990,A,1,1
7663482,A,1,1
7663760,A,1,1
7664676,A,1,1
7664758,A,1,1
7664846,A,1,1
7665344,A,5,5
7665706,A,1,1
7666302,A,6,1
7666318,A,1,1
7666468,A,1,1
7666796,A,1,1
7667152,A,1,1
7667204,A,1,1
7667210,A,1,1
7668504,A,1,1
7668608,A,1,1
7668884,A,1,1
7669066,A,1,1
7669208,A,6,4
7669338,A,1,1
7669610,A,2,1
7669618,A,7,6
7669956,A,1,1
7670256,A,1,1
7670352,A,1,1
7670586,A,8,7
7671006,A,1,1
7671678,A,1,1
7672134,A,1,1
7672200,A,1,1
7672446,A,1,1
7673440,A,1,1
7673524,A,8,2
7673576,A,1,1
7673842,A,1,1
7674232,A,1,1
7674630,A,1,1
7674684,A,1,1
7674940,A,1,1
7675140,A,1,1
7675800,A,1,1
7675838,A,1,1
7675956,A,1,1
7675986,A,1,1
7676082,A,1,1
7676190,A,1,1
7676636,A,1,1
7676856,A,1,1
7676864,A,1,1
7676988,A,1,1
7677158,A,5,3
7677362,A,1,1
7677490,A,1,1
7677584,A,1,1
7677774,A,1,1
7678234,A,1,1
7678472,A,1,1
7678936,A,4,3
7679670,A,4,1
7680468,A,1,1
7681034,A,7,2
7681316,A,1,1
7681424,A,5,5
7682082,A,8,7
7682668,A,1,1
7683266,A,1,1
7683492,A,7,7
7683544,A,1,1
7683664,A,1,1
7683674,A,1,1
7683880,A,4,4
7684078,A,1,1
7684144,A,8,2
7684250,A,1,1
7684340,A,1,1
7684518,A,1,1
7684980,A,1,1
7685016,A,1,1
7685022,A,1,1
7685466,A,1,1
7685490,A,4,3
7685498,A,1,1
7685576,A,1,1
7686390,A,1,1
7686434,A,7,2
7686504,A,1,1
7686586,A,1,1
7686742,A,1,1
7686840,A,1,1
7686928,A,7,4
7687172,A,11,1
7687726,A,1,1
7687844,A,1,1
7688276,A,1,1
7688378,A,1,1
7688516,A,1,1
7688908,A,3,3
7689258,A,1,1
7689816,A,2,2
7689870,A,2,2
7690022,A,3,1
7690228,A,1,1
7690368,A,1,1
7690866,A,1,1
7691638,A,1,1
7691736,A,1,1
7692078,A,1,1
7692126,A,1,1
7692240,A,1,1
7692262,A,9,4
7692366,A,1,1
7692710,A,1,1
7692888,A,1,1
7693076,A,1,1
7694514,A,1,1
7694990,A,1,1
7695480,A,1,1
7695482,A,1,1
7695510,A,1,1
7695516,A,1,1
7695546,A,1,1
7695778,A,1,1
7695940,A,1,1
7695962,A,6,2
7696138,A,1,1
7696184,A,1,1
7696196,A,1,1
7696272,A,6,4
7696452,A,1,1
7696716,A,1,1
7696756,A,3,3
7697078,A,1,1
7697398,A,1,1
7697580,A,1,1
7697660,A,1,1
7697668,A,1,1
7697710,A,4,2
7697968,A,1,1
7698446,A,1,1
7698448,A,1,1
7698502,A,1,1
7698560,A,1,1
7698870,A,1,1
7699116,A,1,1
7699298,A,1,1
7699636,A,1,1
7699844,A,1,1
7699966,A,1,1
7700768,A,1,1
7700966,A,1,1
7701030,A,1,1
7701046,A,1,1
7701420,A,1,1
7701622,A,1,1
7701750,A,1,1
7701822,A,9,4
7702090,A,1,1
7702146,A,1,1
7702702,A,1,1
7702744,A,1,1
7702752,A,1,1
7702912,A,1,1
7703272,A,1,1
7703470,A,5,2
7703488,A,1,1
7705352,A,1,1
7705634,A,8,1
7705712,A,1,1
7706036,A,1,1
7706296,A,1,1
7706354,A,1,1
7706430,A,1,1
7706682,A,6,1
7706852,A,1,1
7706940,A,1,1
7706982,A,1,1
7707072,A,1,1
7707086,A,1,1
7707352,A,1,1
7707600,A,1,1
7707638,A,1,1
7707700,A,7,1
7707774,A,1,1
7708108,A,1,1
7708414,A,6,2
7708700,A,1,1
7708812,A,8,6
7708896,A,1,1
7708902,A,1,1
7709008,A,6,2
7709090,A,6,6
7709226,A,1,1
7709308,A,1,1
7709474,A,1,1
7709782,A,5,3
7709870,A,1,1
7709892,A,1,1
7710164,A,1,1
7710246,A,1,1
7710362,A,1,1
7710558,A,1,1
7710724,A,1,1
7710804,A,1,1
7710988,A,1,1
7711068,A,1,1
7711158,A,2,1
7711360,A,3,3
7711902,A,1,1
7712330,A,1,1
7712958,A,1,1
7713058,A,1,1
7713094,A,1,1
7713268,A,1,1
7713766,A,1,1
7713828,A,1,1
7713870,A,1,1
7713998,A,1,1
7715126,A,1,1
7716822,A,1,1
7717098,A,1,1
7717292,A,1,1
7717956,A,1,1
7717972,A,1,1
7718362,A,1,1
7718374,A,1,1
7718532,A,1,1
7718580,A,7,1
7718604,A,1,1
7718734,A,6,1
7718796,A,1,1
7718970,A,1,1
7719146,A,5,5
7719822,A,1,1
7719942,A,6,6
7720014,A,3,3
7720152,A,1,1
7720310,A,1,1
7720742,A,6,1
7721274,A,1,1
7721378,A,1,1
7721494,A,8,6
7721824,A,7,6
7722050,A,1,1
7722078,A,1,1
7722404,A,1,1
7722538,A,1,1
7722762,A,1,1
7722964,A,1,1
7723024,A,1,1
7723108,A,1,1
7723394,A,7,6
7723554,A,4,1
7723744,A,1,1
7723746,A,1,1
7723884,A,1,1
7724114,A,1,1
7725342,A,1,1
7725456,A,1,1
7725710,A,4,3
7725718,A,1,1
7725912,A,1,1
7725992,A,1,1
7726254,A,1,1
7726336,A,1,1
7726478,A,1,1
7726602,A,6,4
7726674,A,1,1
7726790,A,1,1
7726812,A,1,1
7726836,A,11,9
7726968,A,1,1
7727492,A,1,1
7727516,A,1,1
7728438,A,1,1
7728860,A,1,1
7729302,A,1,1
7729480,A,1,1
7729594,A,3,2
7730520,A,2,2
7731510,A,1,1
7731794,A,1,1
7732382,A,1,1
7733048,A,1,1
7733098,A,1,1
7733156,A,6,1
7733504,A,5,3
7734148,A,1,1
7734398,A,1,1
7734596,A,3,3
7734846,A,1,1
7735004,A,3,3
7735152,A,1,1
7735174,A,4,3
7735284,A,1,1
7735722,A,3,3
7736246,A,5,4
7736324,A,1,1
7736460,A,6,6
7736486,A,6,3
7736576,A,1,1
7737376,A,1,1
7737518,A,1,1
7737540,A,1,1
7737650,A,1,1
7737842,A,1,1
7737910,A,1,1
7738142,A,1,1
7738690,A,1,1
7738980,A,1,1
7739026,A,1,1
7739072,A,1,1
7739528,A,1,1
7739612,A,4,1
7739896,A,3,1
7739942,A,1,1
7740050,A,5,1
7740472,A,1,1
7740568,A,1,1
7740868,A,1,1
7741238,A,6,1
7741428,A,1,1
7742248,A,1,1
7742286,A,1,1
7742302,A,1,1
7742384,A,1,1
7742624,A,1,1
7742756,A,1,1
7742992,A,1,1
7743878,A,1,1
7744060,A,1,1
7744196,A,2,2
7744302,A,1,1
7744500,A,1,1
7744740,A,1,1
7744786,A,1,1
7745100,A,6,1
7745540,A,5,4
7745602,A,1,1
7746060,A,2,2
7747560,A,1,1
7748446,A,1,1
7748744,A,6,6
7748778,A,1,1
7748824,A,1,1
7748860,A,1,1
7748866,A,1,1
7749472,A,1,1
7749532,A,1,1
7749606,A,1,1
7749626,A,1,1
7749880,A,1,1
7750202,A,1,1
7750458,A,1,1
7750576,A,1,1
7750752,A,1,1
7750924,A,6,4
7751100,A,1,1
7751292,A,1,1
7751464,A,1,1
7752032,A,1,1
7752100,A,1,1
7752138,A,1,1
7752198,A,8,5
7752442,A,1,1
7752880,A,1,1
7753044,A,1,1
7753108,A,7,4
7753552,A,6,3
7753844,A,1,1
7754462,A,1,1
7754506,A,1,1
7754566,A,1,1
7754576,A,1,1
7754822,A,1,1
7755004,A,1,1
7755146,A,6,3
7755148,A,1,1
7755168,A,1,1
7755300,A,1,1
7755404,A,1,1
7755664,A,1,1
7755708,A,1,1
7755746,A,1,1
7755852,A,1,1
7756034,A,1,1
7756084,A,1,1
7756368,A,1,1
7756546,A,1,1
7756808,A,1,1
7756824,A,6,1
7756930,A,1,1
7757102,A,1,1
7757296,A,1,1
7757342,A,1,1
7757348,A,1,1
7758190,A,1,1
7758216,A,1,1
7758532,A,1,1
7759436,A,3,3
7759500,A,6,6
7759632,A,1,1
7759802,A,1,1
7760014,A,1,1
7760854,A,1,1
7761112,A,1,1
7761380,A,1,1
7761736,A,1,1
7761838,A,1,1
7761880,A,1,1
7761894,A,1,1
7761912,A,1,1
7762246,A,1,1
7762290,A,1,1
7762944,A,1,1
7763006,A,5,3
7763430,A,1,1
7763518,A,2,2
7763520,A,1,1
7763612,A,1,1
7763726,A,1,1
7763734,A,1,1
7764168,A,1,1
7764536,A,1,1
7764608,A,3,1
7764728,A,1,1
7764982,A,3,2
7765052,A,1,1
7765252,A,1,1
7765504,A,5,3
7765660,A,1,1
7765768,A,1,1
7765770,A,1,1
7765868,A,1,1
7765896,A,4,2
7765944,A,2,1
7765976,A,1,1
7766022,A,1,1
7766100,A,1,1
7766226,A,1,1
7766338,A,1,1
7766408,A,1,1
7766462,A,8,6
7766682,A,1,1
7766986,A,1,1
7766988,A,1,1
7767158,A,1,1
7767204,A,1,1
7767290,A,3,3
7767840,A,1,1
7767914,A,1,1
7767958,A,1,1
7768178,A,1,1
7768302,A,1,1
7768884,A,1,1
7769050,A,1,1
7769098,A,1,1
7769612,A,1,1
7769680,A,1,1
7769800,A,6,2
7769902,A,1,1
7770036,A,1,1
7770054,A,2,1
7770360,A,4,1
7770872,A,1,1
7770892,A,6,1
7771288,A,4,1
7771388,A,1,1
7771570,A,4,1
7771740,A,1,1
7771922,A,1,1
7772172,A,1,1
7772224,A,1,1
7772648,A,6,2
7772654,A,1,1
7772692,A,1,1
7774194,A,1,1
7774656,A,1,1
7774900,A,1,1
7774952,A,1,1
7774980,A,2,2
7775452,A,1,1
7775528,A,1,1
7775814,A,9,2
7775842,A,1,1
7776078,A,1,1
7776218,A,1,1
7776356,A,1,1
7776448,A,4,4
7776654,A,1,1
7776690,A,1,1
7776800,A,4,4
7777124,A,1,1
7777308,A,1,1
7777992,A,1,1
7778100,A,1,1
7778156,A,1,1
7778264,A,1,1
7778448,A,1,1
7778668,A,1,1
7778792,A,1,1
7778874,A,1,1
7779306,A,1,1
7779324,A,1,1
7779598,A,5,1
7779724,A,1,1
7779872,A,1,1
7779914,A,1,1
7780084,A,1,1
7780312,A,1,1
7780702,A,1,1
7781020,A,1,1
7782812,A,5,1
7782850,A,7,2
7783062,A,1,1
7783532,A,7,7
7783676,A,1,1
7784222,A,1,1
7784488,A,1,1
7784538,A,1,1
7784900,A,1,1
7785136,A,1,1
7785192,A,4,1
7785526,A,1,1
7785580,A,1,1
7785602,A,1,1
7785736,A,3,2
7785890,A,1,1
7785990,A,1,1
7786128,A,5,1
7786468,A,1,1
7786704,A,1,1
7787018,A,1,1
7787284,A,1,1
7789174,A,1,1
7789282,A,1,1
7789392,A,1,1
7789734,A,1,1
7789872,A,1,1
7790178,A,1,1
7790226,A,1,1
7790428,A,1,1
7790774,A,4,1
7790778,A,1,1
7790914,A,3,1
7790998,A,1,1
7791030,A,4,4
7791818,A,1,1
7791934,A,1,1
7792598,A,1,1
7792736,A,1,1
7793494,A,3,3
7794174,A,6,1
7794896,A,1,1
7795564,A,1,1
7795984,A,1,1
7796020,A,1,1
7796248,A,1,1
7796272,A,1,1
7796436,A,1,1
7796688,A,1,1
7796728,A,1,1
7797286,A,4,1
7797578,A,1,1
7798130,A,1,1
7798154,A,3,2
7798180,A,1,1
7798278,A,1,1
7798400,A,1,1
7798558,A,1,1
7798590,A,1,1
7798856,A,5,1
7799042,A,1,1
7799262,A,1,1
7799520,A,1,1
7799680,A,1,1
7799690,A,6,2
7799940,A,1,1
7800112,A,4,4
7800322,A,1,1
7800536,A,1,1
7800540,A,1,1
7800568,A,4,2
7800840,A,1,1
7801068,A,1,1
7801222,A,3,3
7801458,A,4,3
7801498,A,1,1
7802784,A,1,1
7802916,A,1,1
7803136,A,1,1
7804002,A,1,1
7805144,A,1,1
7805252,A,1,1
7805700,A,1,1
7805844,A,4,2
7805988,A,1,1
7806200,A,1,1
7806594,A,2,1
7806674,A,1,1
7806744,A,1,1
7806748,A,6,2
7806796,A,1,1
7807042,A,1,1
7807078,A,2,2
7807314,A,1,1
7807354,A,1,1
7807492,A,1,1
7807572,A,1,1
7807726,A,1,1
7808500,A,1,1
7808596,A,1,1
7808698,A,1,1
7808906,A,1,1
7809308,A,1,1
7809366,A,1,1
7809440,A,2,1
7809854,A,1,1
7809956,A,1,1
7810194,A,1,1
7810494,A,1,1
7811180,A,1,1
7811244,A,1,1
7811322,A,1,1
7811452,A,1,1
7811482,A,1,1
7811622,A,4,2
7811714,A,1,1
7812168,A,4,1
7812218,A,1,1
7812306,A,3,1
7812398,A,1,1
7812852,A,5,2
7813312,A,1,1
7813326,A,2,1
7813618,A,1,1
7813636,A,4,4
7813726,A,1,1
7813824,A,2,1
7814210,A,1,1
7814392,A,7,2
7814712,A,5,5
7815138,A,1,1
7815198,A,5,1
7815358,A,3,2
7815386,A,1,1
7815388,A,1,1
7816028,A,1,1
7816514,A,1,1
7816842,A,2,2
7817340,A,1,1
7817380,A,1,1
7817918,A,1,1
7818186,A,1,1
7818388,A,1,1
7818708,A,1,1
7818938,A,1,1
7819208,A,1,1
7819678,A,1,1
7820134,A,1,1
7820644,A,1,1
7820652,A,1,1
7820776,A,1,1
7820900,A,1,1
7821216,A,8,7
7821336,A,1,1
7821518,A,5,3
7821718,A,1,1
7821810,A,1,1
7821914,A,1,1
7822032,A,1,1
7822118,A,1,1
7822582,A,1,1
7822990,A,1,1
7823002,A,1,1
7823104,A,1,1
7823192,A,1,1
7823614,A,1,1
7823764,A,1,1
7823782,A,1,1
7824286,A,5,1
7824658,A,3,3
7824820,A,1,1
7824848,A,1,1
7824902,A,1,1
7825238,A,8,8
7825246,A,1,1
7825286,A,3,2
7825328,A,1,1
7825334,A,1,1
7825560,A,3,2
7825670,A,1,1
7825862,A,2,2
7825886,A,1,1
7825928,A,3,2
7826036,A,1,1
7826082,A,1,1
7826806,A,1,1
7826826,A,1,1
7826908,A,1,1
7827364,A,1,1
7827376,A,1,1
7827432,A,3,1
7829326,A,1,1
7829352,A,1,1
7829592,A,4,4
7829746,A,4,4
7829764,A,1,1
7829968,A,1,1
7830520,A,3,1
7830666,A,1,1
7831116,A,2,1
7831392,A,1,1
7831558,A,1,1
7832116,A,1,1
7832312,A,1,1
7832342,A,1,1
7832570,A,1,1
7833062,A,1,1
7833166,A,1,1
7833296,A,1,1
7833342,A,1,1
7833402,A,1,1
7833546,A,1,1
7833668,A,1,1
7833786,A,1,1
7833802,A,1,1
7833808,A,1,1
7833896,A,1,1
7834110,A,1,1
7834300,A,4,2
7834608,A,1,1
7835406,A,1,1
7835756,A,1,1
7836200,A,1,1
7836268,A,1,1
7836636,A,1,1
7837086,A,1,1
7838396,A,1,1
7839130,A,1,1
7839134,A,3,3
7839196,A,1,1
7839486,A,1,1
7839682,A,1,1
7839834,A,1,1
7842692,A,1,1
7842950,A,1,1
7842994,A,1,1
7843020,A,1,1
7843030,A,1,1
7843308,A,1,1
7843902,A,1,1
7844454,A,1,1
7845172,A,1,1
7845750,A,1,1
7846012,A,1,1
7846360,A,2,2
7846654,A,4,3
7847044,A,1,1
7847070,A,2,2
7847458,A,1,1
7847508,A,5,4
7847534,A,1,1
7848072,A,1,1
7848780,A,1,1
7848796,A,6,4
7848810,A,1,1
7849122,A,2,1
7849502,A,1,1
7849736,A,1,1
7849798,A,1,1
7849828,A,1,1
7849854,A,3,2
7849928,A,4,4
7850200,A,1,1
7850360,A,1,1
7850944,A,1,1
7851022,A,4,2
7851092,A,1,1
7851240,A,1,1
7851416,A,2,2
7851646,A,1,1
7852036,A,1,1
7852250,A,2,2
7852988,A,1,1
7853126,A,4,2
7853266,A,3,3
7853458,A,8,6
7853576,A,3,3
7854008,A,1,1
7854094,A,1,1
7854134,A,1,1
7854172,A,2,1
7854246,A,1,1
7855032,A,1,1
7855096,A,1,1
7855150,A,1,1
7855220,A,1,1
7855532,A,1,1
7855816,A,1,1
7855876,A,8,8
7855906,A,1,1
7856130,A,2,2
7856444,A,1,1
7856580,A,1,1
7856634,A,1,1
7856994,A,1,1
7857010,A,1,1
7857040,A,1,1
7857532,A,3,2
7857556,A,2,2
7857632,A,5,2
7857958,A,3,3
7858274,A,1,1
7859598,A,1,1
7860046,A,2,1
7860216,A,2,2
7860706,A,1,1
7861210,A,1,1
7861256,A,1,1
7861444,A,1,1
7861836,A,5,2
7861890,A,1,1
7862214,A,1,1
7862476,A,1,1
7862564,A,1,1
7862930,A,1,1
7862978,A,1,1
7863058,A,1,1
7863078,A,1,1
7863210,A,1,1
7863356,A,6,2
7863382,A,1,1
7863772,A,2,1
7863892,A,1,1
7864020,A,1,1
7864056,A,2,1
7864066,A,1,1
7864256,A,1,1
7864464,A,3,1
7864660,A,1,1
7864778,A,1,1
7864936,A,1,1
7864940,A,1,1
7865250,A,2,2
7865434,A,1,1
7865892,A,3,1
7865954,A,2,1
7866250,A,2,1
7866420,A,3,2
7866796,A,1,1
7867028,A,1,1
7867074,A,1,1
7867192,A,1,1
7867440,A,1,1
7867752,A,1,1
7868002,A,1,1
7868280,A,3,2
7868626,A,1,1
7869686,A,1,1
